REF_AREA,REF_AREA_LABEL,YEAR,WB_WDI_NY_GDP_PCAP_KD,WB_WDI_NY_GDP_MKTP_KD,WB_WDI_NY_GDP_MKTP_KD_ZG,WB_WDI_SP_URB_TOTL_IN_ZS,WB_WDI_SP_URB_GROW,WB_WDI_SE_PRM_ENRR,WB_WDI_SE_SEC_ENRR,WB_WDI_SE_TER_ENRR,WB_WDI_SP_POP_GROW,WB_WDI_SP_POP_TOTL,WB_WDI_EG_ELC_RNWX_ZS,WB_WDI_EG_ELC_ACCS_UR_ZS,WB_WDI_EG_ELC_ACCS_ZS,WB_WDI_EG_ELC_COAL_ZS,WB_WDI_EG_ELC_FOSL_ZS,WB_WDI_EG_ELC_HYRO_ZS,WB_WDI_EG_ELC_NGAS_ZS,WB_WDI_EG_ELC_NUCL_ZS,WB_WDI_EG_ELC_PETR_ZS,WB_WDI_EG_ELC_RNEW_ZS,WB_WDI_EG_ELC_RNWX_KH,WB_WDI_EG_USE_PCAP_KG_OE,WB_WDI_EG_FEC_RNEW_ZS,WB_WDI_EG_USE_COMM_CL_ZS,WB_WDI_EG_USE_COMM_FO_ZS,WB_WDI_EG_USE_COMM_GD_PP_KD,WB_WDI_EG_USE_CRNW_ZS,WB_WDI_EG_USE_ELEC_KH_PC,WB_WDI_EN_GHG_ALL_PC_CE_AR5,WB_WDI_EN_GHG_CH4_AG_MT_CE_AR5,WB_WDI_EN_GHG_CH4_BU_MT_CE_AR5,WB_WDI_EN_GHG_CH4_FE_MT_CE_AR5,WB_WDI_EN_GHG_CH4_IC_MT_CE_AR5,WB_WDI_EN_GHG_CH4_MT_CE_AR5,WB_WDI_EN_GHG_CH4_PI_MT_CE_AR5,WB_WDI_EN_GHG_CH4_TR_MT_CE_AR5,WB_WDI_EN_GHG_CH4_WA_MT_CE_AR5,WB_WDI_EN_GHG_CH4_ZG_AR5,WB_WDI_EN_GHG_CO2_BU_MT_CE_AR5,WB_WDI_EN_GHG_CO2_FE_MT_CE_AR5,WB_WDI_EN_GHG_CO2_IC_MT_CE_AR5,WB_WDI_EN_GHG_CO2_IP_MT_CE_AR5,WB_WDI_EN_GHG_CO2_MT_CE_AR5,WB_WDI_EN_GHG_CO2_PC_CE_AR5,WB_WDI_EN_GHG_CO2_PI_MT_CE_AR5,WB_WDI_EN_GHG_CO2_RT_GDP_KD,WB_WDI_EN_GHG_CO2_RT_GDP_PP_KD,WB_WDI_EN_GHG_CO2_TR_MT_CE_AR5,WB_WDI_EN_GHG_CO2_ZG_AR5,WB_WDI_EN_GHG_N2O_AG_MT_CE_AR5,WB_WDI_EN_GHG_N2O_BU_MT_CE_AR5,WB_WDI_EN_GHG_N2O_FE_MT_CE_AR5,WB_WDI_EN_GHG_N2O_IC_MT_CE_AR5,WB_WDI_EN_GHG_N2O_IP_MT_CE_AR5,WB_WDI_EN_GHG_N2O_MT_CE_AR5,WB_WDI_EN_GHG_N2O_PI_MT_CE_AR5,WB_WDI_EN_GHG_N2O_TR_MT_CE_AR5,WB_WDI_EN_GHG_N2O_WA_MT_CE_AR5,WB_WDI_EN_GHG_N2O_ZG_AR5,WB_WDI_EN_GHG_TOT_ZG_AR5
ALB,Albania,2005,2712.869838303312,8169772250.742526,5.130821930561893,46.731,1.826429356651067,107.016143798828,82.9714279174805,22.389009475708,-0.511790116421897,3011487.0,0.0049604997244166,97.4,99.4,0.0,1.286055484108029,98.71394451589197,0.0,0.0,1.286055484108029,98.7189050156164,270000.0,721.077407396492,36.8,21.38,66.56,80.44323719236883,10.59207848917147,1722.072849725069,2.648990349285917,2.2002,0.0792,0.1891,0.0008,2.8749,0.0,0.0075,0.397,-22.48227141586001,0.7072,0.1573,0.4509,0.2964,4.1485,1.377558661219524,0.1431,0.5077864930228569,0.1536801416799227,2.3811,-37.5696012039127,0.6959,0.0267,0.0003,0.0014,0.045,0.8936,0.0001,0.0204,0.1038,-23.48004795341668,-30.58965814271172
ALB,Albania,2006,2894.360325801738,8661509309.897013,6.018981240386395,47.815,1.662227897240623,105.477783203125,84.3257675170898,26.2101001739502,-0.630911244851673,2992547.0,0.0048877624909485,97.7,99.4,0.0,1.68356263577118,98.31643736422882,0.0,0.0,1.68356263577118,98.32132512671976,270000.0,707.8906065496349,31.6,22.15,64.51,74.02018404391015,10.85767760702648,1218.360146056186,2.680893566583917,2.1779,0.0798,0.1952,0.001,2.8685,0.0,0.0066,0.4075,-22.65483862269798,0.9375,0.1217,0.6797,0.2841,4.1347,1.381665851864649,0.1431,0.4773648393214234,0.1444731144840192,1.9243,-37.77727614747931,0.7474,0.0461,0.0002,0.0018,0.0403,0.9588,0.0001,0.0184,0.1045,-17.89690015413597,-30.19550860951353
ALB,Albania,2007,3105.879675638599,9224515436.601124,6.50009261158209,48.902,1.492215069528177,103.488441467285,86.2188568115234,30.2319297790527,-0.75571875541991,2970017.0,0.0094405594405594,98.0,99.4,0.0,2.517482517482518,97.48251748251748,0.0,0.0,2.517482517482518,97.49195804195804,270000.0,680.9481661867121,32.0,12.16,65.18,66.35383607203204,10.63123708296423,1213.124369321792,2.685843212345249,2.0644,0.0746,0.2005,0.0009,2.7641,0.0,0.0059,0.4178,-25.46984118424246,0.7209,0.236,0.6392,0.4095,4.2444,1.429082729156096,0.0902,0.4601217298806859,0.1392545363251558,2.1045,-36.12641083521445,0.7161,0.0244,0.0004,0.0017,0.0427,0.9105,0.0001,0.0198,0.1052,-22.03288234286693,-30.59313849179073
ALB,Albania,2008,3345.981617614764,9861658465.33864,6.907062307137068,49.991,1.435124210729184,100.383003234863,87.8338394165039,31.6839599609375,-0.767342959142321,2947314.0,0.0071108770081643,98.3,100.0,0.0,0.0,100.0,0.0,0.0,0.0,98.74030812516972,270000.0,712.2878690249529,35.8,15.86,63.93,64.42710321086275,10.24176574321632,1617.744156204599,2.633414695549914,1.9492,0.0744,0.2014,0.0008,2.6528,0.0,0.0045,0.4221,-28.47089276565912,0.6522,0.2809,0.5007,0.4363,4.1946,1.423194135406,0.0,0.4253442780180445,0.1287292391718169,2.2921,-36.87584650112866,0.6621,0.023,0.0006,0.0014,0.0418,0.8569,0.0,0.0221,0.106,-26.62270936804248,-32.46817655810879
ALB,Albania,2009,3459.246956466921,10127011190.74908,2.690751523621458,51.076,1.473287913174129,100.923736572266,89.3157196044922,32.9239883422852,-0.673894046451936,2927519.0,0.0078815840061514,98.7,99.6,0.0,0.0192233756247597,99.98077662437524,0.0,0.0,0.0192233756247597,99.98865820838138,410000.0,734.0578099498621,37.1,21.12,63.51,64.22221850068296,9.770708990474889,1835.684072417634,2.644081900066233,1.8525,0.0745,0.1979,0.0016,2.5651,0.0,0.0046,0.4338,-30.83560277186075,0.5602,0.1277,0.7758,0.4621,4.2746,1.460144238175739,0.0062,0.4220988719657781,0.1277470262363131,2.3135,-35.67193378480059,0.6569,0.0218,0.0002,0.0024,0.0401,0.8419,0.0,0.013,0.1075,-27.9071758862819,-32.65002479748718
ALB,Albania,2010,3579.824131810459,10428102872.27064,2.973154426812471,52.163,1.609373264472236,99.8618316650391,93.6818237304688,43.3279304504395,-0.49646196338738,2913021.0,0.0071353065539112,99.1,99.6,0.0,0.0132135306553911,99.9867864693446,0.0,0.0,0.0132135306553911,99.99392177589851,540000.0,731.0533974593559,37.0,30.87,63.34,61.8050576849104,9.625284597525813,1943.343353858417,2.762836244572215,1.8668,0.0724,0.2089,0.0019,2.5986,0.0,0.0047,0.4431,-29.93232129856823,0.5707,0.0808,1.0394,0.5838,4.5569,1.564321026178665,0.0156,0.4369826473535518,0.132251558636749,2.2415,-31.42362678705793,0.6489,0.0215,0.0001,0.0029,0.0391,0.8349,0.0,0.0132,0.109,-28.50659359479363,-29.97363635572648
ALB,Albania,2011,3677.894579377168,10685000942.53365,2.463516839157137,53.247,1.787783784678887,101.580268859863,95.4705276489258,49.3997001647949,-0.269017331764615,2905195.0,0.0183727034120734,99.5,99.7,0.0,1.407778573132904,98.5922214268671,0.0,0.0,1.407778573132904,98.61059413027915,770000.0,766.8946175148244,35.8,16.47,61.6,63.10634400701083,9.336306428961976,2205.703920046675,2.918633688960638,1.8729,0.0709,0.1669,0.0024,2.5718,0.0,0.0049,0.4528,-30.65494647720225,0.5688,0.1229,1.1115,0.7658,4.9882,1.716993179459554,0.0311,0.4668413252209959,0.1412882027934841,2.3554,-24.93303235515425,0.6654,0.0248,0.0001,0.0036,0.043,0.8614,0.0001,0.0136,0.1108,-26.23736941257063,-26.22356022309037
ALB,Albania,2012,3720.228764749846,10790155229.50922,0.984129880204108,54.33,1.848378936434471,102.067359924316,97.6080703735352,58.6214218139648,-0.165151040121679,2900401.0,0.0194708994708994,99.9,99.9,0.0,0.0,100.0,0.0,0.0,0.0,98.61059413027915,920000.0,689.8727501497966,39.9,20.89,57.88,56.12236345658119,10.32062453744595,2118.327776055793,2.81319720962722,1.9231,0.0703,0.1806,0.0015,2.6436,0.0,0.0046,0.4627,-28.71895812548872,0.5,0.096,0.6444,0.974,4.5329,1.562852860690642,0.0,0.4200959025689731,0.1271408332301756,2.2616,-31.78480060195635,0.7341,0.0227,0.0002,0.0022,0.0395,0.9242,0.0,0.0128,0.1126,-20.85973625620825,-29.00609931176097
ALB,Albania,2013,3790.680163218987,10974367815.09398,1.707228317540597,55.387,1.743639370433079,101.474952697754,102.903213500977,63.8440589904785,-0.183211384606402,2895092.0,0.0148009771518896,99.9,99.9,0.0,0.0,100.0,0.0,0.0,0.0,98.61059413027915,1030000.0,803.7094642779712,41.1,26.23,56.53,64.1680065357075,8.659501739907007,2533.252829271056,2.909924796863105,1.9663,0.0687,0.203,0.0014,2.7185,0.0,0.0052,0.4732,-26.69938253296302,0.5694,0.0482,0.5834,1.0658,4.7693,1.647374245792535,0.0,0.4345853975698149,0.1315260377899583,2.466,-28.22723852520691,0.6826,0.0239,0.0001,0.002,0.04,0.8764,0.0,0.014,0.1138,-24.95290289433122,-26.69949795964536
ALB,Albania,2014,3883.632628281907,11220218560.89977,2.240226953826422,56.423,1.646115996362761,105.770576477051,103.321380615234,65.5507125854492,-0.207046999760594,2889104.0,0.0345046570702794,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,98.61059413027915,1630000.0,810.8728839395086,38.6,17.87,61.53,63.19042031453294,9.348109783450935,2309.36650255581,3.080436010610902,2.0053,0.0661,0.2262,0.0018,2.7898,0.0,0.0053,0.484,-24.77687599428371,0.6296,0.132,0.9151,0.8844,5.0958,1.763799434011375,0.0,0.4541622761037694,0.1374509245447018,2.4786,-23.313769751693,0.7479,0.0242,0.0002,0.0027,0.0425,0.9471,0.0,0.014,0.1155,-18.89878403836273,-22.56484325377837
ALB,Albania,2015,3981.726622618674,11470171826.95748,2.2277040745779,57.434,1.484764332569118,105.688652038574,102.440727233887,61.9608497619629,-0.291205786840436,2880703.0,0.0242578456318914,100.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,98.61059413027915,1430000.0,762.2879863018055,38.5,23.65,60.19,57.94076754745602,10.68317036295808,2098.098970980348,3.033946921983974,2.0165,0.0698,0.2412,0.0017,2.832,0.0,0.0053,0.4961,-23.63901097419581,0.6375,0.1168,0.6761,0.924,4.8635,1.688303167664282,0.0,0.4240128285236044,0.1283262797592356,2.45,-26.80963130173062,0.7679,0.0243,0.0003,0.0025,0.0424,0.9687,0.0,0.0139,0.1174,-17.04915225209795,-23.95524271084389
ALB,Albania,2016,4143.989883169937,11918533446.97494,3.908935513622453,58.421,1.544014480323713,105.324783325195,99.1707611083984,58.4884796142578,-0.159880412127734,2876101.0,0.0136211770753019,100.0,99.9,0.0,0.0,100.0,0.0,0.0,0.0,98.61059413027915,1060000.0,786.0710451813966,39.4,30.16,58.07,57.40896543922033,11.92634381338746,1994.366679056125,2.905496017003576,2.0009,0.0608,0.2065,0.0013,2.7821,0.0,0.0052,0.506,-24.98449591501065,0.6642,0.1675,0.6065,0.7401,4.5303,1.575153306507665,0.0,0.3801054903403273,0.1150378484096239,2.302,-31.82392776523702,0.7546,0.0238,0.0006,0.0019,0.0414,0.955,0.0,0.0134,0.1194,-18.22229833875664,-27.2911573030775
ALB,Albania,2017,4283.98262744437,12309839868.70842,3.283175933300726,59.383,1.541284963911691,105.414970397949,97.5743713378906,58.0177803039551,-0.0919722937442495,2873457.0,0.0481661511268228,100.0,99.9,0.0,0.0,99.95581087052584,0.0,0.0,0.0,98.61059413027915,2180000.0,824.3735503898475,36.9,16.98,62.12,58.2388721499506,10.31489155751834,2145.151293372408,3.189224686501312,1.9533,0.0561,0.2428,0.0022,2.7774,0.0,0.0051,0.5161,-25.11122495753229,0.7568,0.2694,1.0967,0.85,5.3415,1.858910712775587,0.0,0.433921160386341,0.1313250082906156,2.3118,-19.61625282167042,0.7359,0.0236,0.0005,0.0033,0.0453,0.9428,0.0,0.0134,0.1207,-19.26699777359137,-20.26433251255101
ALB,Albania,2018,4452.237146524762,12761785703.10706,3.671419280989085,60.319,1.317162104456977,104.568023681641,98.8223876953125,56.0802993774414,-0.246732042281782,2866376.0,0.017303869987139,100.0,100.0,0.0,0.0,99.98830819595464,0.0,0.0,0.0,98.61059413027915,1480000.0,823.1019820450806,37.8,31.74,60.11,55.95152993462849,11.47297023689005,2276.742479004848,3.193160980973885,1.9102,0.0543,0.2989,0.0033,2.8023,0.0,0.0055,0.527,-24.4398306684283,0.7636,0.1622,1.2787,0.8447,5.3056,1.850978378272774,0.0,0.4157411919797609,0.1258228924233195,2.2073,-20.15650865312264,0.7146,0.0233,0.0003,0.0048,0.0481,0.9263,0.0,0.0131,0.1221,-20.67991094365473,-20.36265237403312
ALB,Albania,2019,4563.467362516898,13025007474.88947,2.062577901761216,61.229,1.071413549243677,102.589538574219,99.0151519775391,61.4085083007812,-0.426007367032238,2854191.0,0.442758355743373,100.0,100.0,0.0,0.0,99.5582020745294,0.0,0.0,0.0,98.61059413027915,23050000.0,817.1765483623415,40.1,19.8,59.41,54.1947919504757,11.91783066399049,2297.673841729583,3.019629730456021,1.7559,0.0538,0.2277,0.002,2.5862,0.0,0.0055,0.5389,-30.26667026181681,0.7747,0.2058,0.9101,0.8069,4.9535,1.735518050473847,0.0,0.3803068834739411,0.115098799470222,2.1869,-25.45522949586154,0.7374,0.0233,0.0003,0.003,0.0439,0.946,0.0,0.0132,0.125,-18.99297824970029,-25.01065856905447
ALB,Albania,2020,4437.653469279736,12593390460.14203,-3.313756368889159,62.112,0.8576109230008797,100.020973205566,95.9294509887695,61.5853004455566,-0.574206959244013,2837849.0,0.624317711274233,100.0,100.0,0.0,0.0,99.37888198757764,0.0,0.0,0.0,98.61059413027915,33170000.0,761.9572681097833,44.4,21.75,57.07,51.96534775695866,12.13383113153363,2354.600262381825,2.807548956974102,1.5737,0.0539,0.2116,0.0023,2.3959,0.0,0.004,0.5484,-35.39784830263974,0.7445,0.1409,0.9816,1.098,4.5608,1.607132726230325,0.0,0.362158230099741,0.1096061610086446,1.5325,-31.36493604213694,0.6635,0.0218,0.0003,0.0034,0.0382,0.8631,0.0,0.0097,0.1262,-26.09179654050351,-30.67666686968703
ALB,Albania,2021,4880.723461628078,13722964212.46197,8.969576190740952,62.969,0.4434044800338081,97.1074981689453,97.6650314331055,59.9698715209961,-0.926918061639398,2811666.0,0.4654095068065164,100.0,100.0,0.0,0.0,99.54251283195715,0.0,0.0,0.0,98.61059413027915,41710000.0,810.0063372079755,41.9,34.43,56.22,50.22741446949769,11.41128228791964,2509.899824516852,2.985880968792168,1.4787,0.0509,0.2485,0.0032,2.3462,0.0,0.0042,0.5588,-36.73794051824088,0.7956,0.154,1.2002,1.0897,5.0393,1.792282582639616,0.0,0.3672165810520557,0.1111370565753833,1.7487,-24.16403310759969,0.6391,0.021,0.0002,0.0046,0.0438,0.847,0.0,0.0106,0.1277,-27.47045727008049,-26.95356344241326
ALB,Albania,2022,5178.884314814994,14385329993.53415,4.826696119127647,63.799,0.0937160630163748,96.3712310791016,97.3224716186523,62.6479187011719,-1.21579032012532,2777689.0,0.4654095068065164,100.0,100.0,0.0,0.0,97.70065695515568,0.0,0.0,0.0,98.61059413027915,41710000.0,780.7386239455569,41.9,28.45,55.06,45.62533462020916,12.83302311750389,2507.480139065245,2.812409884619913,1.35,0.0494,0.2353,0.0022,2.2125,0.0,0.0043,0.5694,-40.34297732359048,0.7827,0.14,0.8766,1.0903,4.609,1.659293031005271,0.0,0.3203958478583134,0.0969668944902561,1.6681,-30.63957863054928,0.6103,0.0195,0.0002,0.0032,0.0401,0.8131,0.0,0.0104,0.1294,-30.37335160130159,-32.02878248688344
